"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Damon Hollins","Devil Rays","120","369","13","44","46","8","6.2%","17.1%",".170",".269",".249",".296",".418",".310","89","1.5","-3.5","-7.4","0.2","1919"
"Eddy Garabito","Rockies","42","102","1","15","8","3","7.8%","11.8%",".091",".347",".307",".384",".398",".351","102","-0.8","-0.5","-1.4","0.1","7022"
"Eric Milton","Reds","34","64","2","7","4","0","4.7%","39.1%",".125",".207",".143",".186",".268",".201","12","0.0","-7.1","6.5","0.1","743"
"Adam Eaton","Padres","26","52","0","2","2","0","5.8%","34.6%",".043",".286",".174",".224",".217",".202","22","-0.4","-5.5","5.3","0.1","1029"
"Luis Rivas","Twins","59","148","1","21","12","4","6.1%","11.5%",".059",".286",".257",".311",".316",".283","70","1.5","-4.0","0.4","0.1","753"
"Josh Phelps","Devil Rays","47","177","5","21","26","0","6.8%","27.1%",".158",".343",".266",".328",".424",".326","99","0.1","0.0","-4.6","0.1","1318"
"Todd Linden","Giants","60","187","4","20","13","3","5.3%","28.9%",".117",".292",".216",".280",".333",".274","61","0.4","-8.6","3.9","0.1","1803"
"Eddie Perez","Braves","16","39","2","3","6","0","2.6%","12.8%",".211",".194",".211",".231",".421",".277","64","0.1","-1.7","1.7","0.1","400"
"Kyle Davies","Braves","21","28","0","0","4","0","7.1%","10.7%",".000",".231",".200",".278",".200",".226","31","0.0","-2.4","2.8","0.1","3642"
"Doug Mientkiewicz","Mets","87","313","11","36","29","0","10.2%","12.5%",".167",".242",".240",".322",".407",".312","89","-1.9","-6.4","-2.5","0.1","741"
"Royce Clayton","Diamondbacks","143","573","2","59","44","13","6.6%","18.3%",".080",".333",".270",".320",".351",".299","73","1.3","-18.4","1.0","0.1","226"
"Chan Ho Park","- - -","30","23","0","2","2","0","0.0%","30.4%",".000",".417",".263",".263",".263",".234","36","0.0","-1.9","2.3","0.1","1267"
"Kaz Matsui","Mets","87","295","3","31","24","6","4.7%","14.6%",".097",".289",".255",".300",".352",".286","72","2.2","-8.4","-0.1","0.1","1854"
"Josh Willingham","Marlins","16","28","0","3","4","0","7.1%","17.9%",".043",".389",".304",".407",".348",".351","115","-0.5","0.0","0.2","0.1","2103"
"Shane Victorino","Phillies","21","19","2","5","8","0","0.0%","15.8%",".353",".214",".294",".263",".647",".353","111","0.2","0.5","0.0","0.1","1677"
"John-Ford Griffin","Blue Jays","7","13","1","3","6","0","0.0%","30.8%",".385",".375",".308",".308",".692",".416","157","0.1","1.0","-0.4","0.1","2182"
"Wes Obermueller","Brewers","24","16","0","1","0","0","0.0%","12.5%",".200",".231",".200",".200",".400",".248","43","0.0","-1.1","1.6","0.1","1637"
"Prince Fielder","Brewers","39","62","2","2","10","0","3.2%","27.4%",".169",".366",".288",".306",".458",".326","95","-0.2","-0.6","-0.4","0.1","4613"
"Joe Borchard","White Sox","7","12","0","0","0","0","0.0%","33.3%",".167",".625",".417",".417",".583",".431","167","-0.6","0.4","0.1","0.1","224"
"Gerald Williams","Mets","39","32","1","9","3","2","3.1%","21.9%",".167",".273",".233",".258",".400",".283","70","1.1","-0.1","0.0","0.1","1395"
"Brad Penny","Dodgers","29","61","0","1","3","0","1.6%","27.9%",".060",".242",".160",".192",".220",".185","5","0.0","-7.3","6.2","0.1","535"
"John Gall","Cardinals","22","39","2","5","10","0","2.6%","20.5%",".243",".286",".270",".282",".514",".332","101","0.2","0.3","-0.7","0.1","2142"
"Kelly Stinnett","Diamondbacks","59","143","6","15","12","0","8.4%","22.4%",".171",".286",".248",".317",".419",".315","83","-1.6","-4.7","0.8","0.1","356"
"Kazuhisa Ishii","Mets","19","30","0","1","2","0","3.3%","40.0%",".000",".385",".200",".231",".200",".198","13","0.0","-3.3","3.1","0.1","655"
"Michael Morse","Mariners","72","258","3","27","23","3","7.0%","19.4%",".091",".341",".278",".349",".370",".322","99","-2.6","-2.8","-5.1","0.1","3035"
"J.J. Furmaniak","Pirates","13","30","0","3","1","0","13.3%","13.3%",".115",".227",".192",".300",".308",".277","64","0.1","-1.3","1.0","0.1","3054"
"Brian Myrow","Dodgers","19","25","0","2","0","0","20.0%","32.0%",".050",".333",".200",".360",".250",".297","78","0.6","-0.1","0.0","0.1","3702"
"Roy Oswalt","Astros","35","83","0","1","2","0","2.4%","22.9%",".000",".241",".178",".211",".178",".180","0","0.0","-10.5","8.4","0.1","571"
"Jose Valentin","Dodgers","56","184","2","17","14","3","16.8%","20.7%",".095",".211",".170",".326",".265",".278","66","2.0","-5.9","0.6","0.1","256"
"Kevin Cash","Devil Rays","13","33","2","4","2","0","3.0%","39.4%",".226",".188",".161",".212",".387",".258","53","-0.4","-2.3","1.8","0.1","1593"
"Ramon Santiago","Mariners","8","13","0","2","0","0","7.7%","15.4%",".000",".167",".125",".417",".125",".316","95","0.3","0.2","-0.1","0.1","1417"
"Mike Lowell","Marlins","150","558","8","56","58","4","8.2%","10.4%",".124",".248",".236",".298",".360",".289","74","-2.7","-20.7","3.0","0.1","527"
"Jose Castillo","Pirates","101","398","11","49","53","2","5.8%","14.8%",".149",".289",".268",".307",".416",".311","86","-2.2","-9.0","-3.5","0.1","1866"
"Edwin Jackson","Dodgers","10","11","0","0","1","0","9.1%","18.2%",".000",".250",".200",".273",".200",".226","31","0.0","-1.0","1.1","0.1","1841"
"Paul McAnulty","Padres","22","29","0","4","0","1","10.3%","24.1%",".000",".294",".208",".321",".208",".244","49","0.5","-1.4","0.9","0.0","4409"
"Omar Infante","Tigers","121","434","9","36","43","8","3.7%","16.8%",".145",".248",".222",".254",".367",".269","61","2.5","-18.2","4.0","0.0","1609"
"Johnny Estrada","Braves","105","383","4","31","39","0","5.2%","9.9%",".106",".280",".261",".303",".367",".288","72","-6.6","-20.1","8.1","0.0","955"
"Josh Paul","Angels","34","40","2","4","4","0","5.0%","22.5%",".189",".192",".189",".231",".378",".263","58","0.2","-1.9","1.0","0.0","251"
"Deivi Cruz","- - -","101","275","5","28","20","0","4.0%","12.4%",".108",".290",".265",".298",".373",".293","75","-1.7","-10.5","2.0","0.0","1025"
"Jose Acevedo","Rockies","36","11","0","0","0","0","9.1%","54.5%",".000",".500",".125",".300",".125",".233","24","0.0","-1.1","1.1","0.0","307"
"John Smoltz","Braves","33","83","0","1","3","0","3.6%","31.3%",".059",".238",".147",".183",".206",".175","-3","0.0","-10.7","8.4","0.0","115"
"Chris Capuano","Brewers","35","79","0","5","9","0","2.5%","41.8%",".042",".308",".169",".189",".211",".178","-3","0.0","-10.2","8.0","0.0","1701"
"Kip Wells","Pirates","34","61","1","4","2","0","0.0%","42.6%",".070",".267",".158",".172",".228",".176","-2","0.0","-7.8","6.2","0.0","1012"
"Oscar Robles","Dodgers","110","399","5","44","34","0","7.8%","8.3%",".096",".287",".272",".332",".368",".312","88","-4.3","-10.3","-2.3","0.0","8975"
"Andy Green","Diamondbacks","17","39","0","5","2","0","17.9%","7.7%",".032",".241",".226",".359",".258",".295","70","0.2","-1.3","0.3","0.0","2991"
"Oliver Perez","Pirates","20","42","0","1","3","1","2.4%","26.2%",".000",".261",".182",".200",".182",".173","-5","0.2","-5.3","4.3","0.0","1514"
"Jason Romano","Reds","19","34","1","3","3","0","8.8%","26.5%",".167",".350",".267",".353",".433",".347","108","0.1","0.4","-1.3","0.0","1278"
"Matt Kata","- - -","40","44","0","7","0","0","11.4%","13.6%",".108",".226",".189",".286",".297",".266","52","0.4","-2.3","1.1","0.0","1741"
"Ben Grieve","Cubs","23","25","0","1","1","0","20.0%","28.0%",".000",".385",".250",".400",".250",".303","77","0.2","-0.5","0.0","0.0","1209"
"Ryan Vogelsong","Pirates","44","10","0","0","0","0","0.0%","40.0%",".111",".200",".111",".200",".222",".199","13","0.0","-1.1","1.0","0.0","1011"
"Randy Wolf","Phillies","15","28","0","2","1","0","3.6%","28.6%",".077",".222",".154",".185",".231",".185","0","0.0","-3.5","2.8","0.0","976"
"Paul Phillips","Royals","23","67","1","6","9","0","0.0%","7.5%",".134",".279",".269",".269",".403",".288","70","-1.7","-4.2","2.2","0.0","2032"
"Kirk Rueter","Giants","21","37","0","1","1","0","2.7%","5.4%",".033",".179",".167",".194",".200",".178","-2","0.0","-4.8","3.8","0.0","1128"
"Jason Botts","Rangers","10","30","0","4","3","0","10.0%","43.3%",".000",".571",".296",".367",".296",".308","81","-0.3","-1.0","0.1","0.0","2907"
"D'Angelo Jimenez","Reds","35","119","0","14","5","2","11.8%","19.3%",".067",".293",".229",".319",".295",".284","66","-0.9","-5.9","2.2","0.0","1038"
"Jeff Bagwell","Astros","39","123","3","11","19","0","14.6%","17.1%",".130",".275",".250",".358",".380",".326","96","-2.8","-3.4","-0.5","0.0","547"
"Robb Quinlan","Angels","54","143","5","17","14","0","4.9%","18.2%",".172",".250",".231",".273",".403",".292","77","-0.9","-4.8","0.1","0.0","1779"
"Todd Greene","Rockies","38","134","7","10","23","0","5.2%","15.7%",".198",".255",".254",".299",".452",".324","85","-0.9","-3.5","-0.8","0.0","1450"
"Charles Gipson","Astros","19","14","0","2","1","1","7.1%","21.4%",".091",".250",".182",".250",".273",".237","37","-0.9","-2.0","1.7","0.0","1078"
"Alberto T. Castillo","- - -","35","115","1","13","14","1","10.4%","19.1%",".099",".253",".208",".289",".307",".270","58","-1.2","-7.2","3.4","0.0","812"
"Aaron Cook","Rockies","13","36","0","3","0","0","2.8%","33.3%",".067",".278",".167",".194",".233",".188","-5","0.0","-4.8","3.7","0.0","1571"
"Kevin Correia","Giants","16","18","0","0","0","0","16.7%","27.8%",".000",".111",".071",".235",".071",".176","-3","0.0","-2.3","1.8","0.0","1767"
"Terrmel Sledge","Nationals","20","46","1","7","8","2","15.2%","17.4%",".135",".267",".243",".348",".378",".312","90","-0.3","-0.9","-0.5","0.0","1878"
"Tim Hudson","Braves","29","72","0","2","6","0","4.2%","36.1%",".062",".231",".138",".176",".200",".170","-6","0.0","-9.6","7.3","0.0","921"
"Cody Ross","Dodgers","14","26","0","1","1","0","3.8%","38.5%",".040",".267",".160",".192",".200",".178","0","-0.3","-3.6","2.8","0.0","1760"
"Brett Myers","Phillies","34","80","0","1","5","0","5.0%","23.8%",".015",".217",".154",".203",".169",".175","-6","0.0","-10.7","8.1","0.0","962"
"Brett Tomko","Giants","33","67","0","3","5","0","3.0%","32.8%",".018",".273",".164",".193",".182",".172","-6","0.0","-9.0","6.8","0.0","1056"
"Walter Young","Orioles","14","37","1","2","3","0","10.8%","18.9%",".121",".360",".303",".378",".424",".347","113","-0.6","0.0","-1.2","0.0","2112"
"Chris Duncan","Cardinals","9","10","1","2","3","0","0.0%","50.0%",".400",".250",".200",".200",".600",".327","98","-0.2","-0.2","-0.1","0.0","2722"
"Roberto Petagine","Red Sox","18","36","1","4","9","0","11.1%","13.9%",".156",".308",".281",".361",".438",".352","112","-1.5","-1.0","-0.2","0.0","8607"
"Shawn Chacon","- - -","27","25","0","0","1","0","8.0%","32.0%",".000",".250",".150",".227",".150",".185","-7","0.0","-3.4","2.5","0.0","424"
"Glendon Rusch","Cubs","46","43","0","2","0","0","2.3%","20.9%",".049",".188",".146",".186",".195",".174","-7","0.0","-5.8","4.4","0.0","707"
"Derek Lowe","Dodgers","35","76","0","3","4","1","2.6%","22.4%",".031",".208",".154",".179",".185",".165","-9","0.2","-10.2","7.7","0.0","199"
"Gary Glover","Brewers","15","26","0","3","1","0","7.7%","34.6%",".000",".182",".100",".217",".100",".170","-8","0.0","-3.5","2.6","0.0","234"
"Brendan Harris","Nationals","4","10","1","1","3","0","0.0%","0.0%",".444",".250",".333",".400",".778",".489","207","-0.6","0.7","-1.1","0.0","2178"
"Charles Johnson","Devil Rays","19","55","0","5","5","0","16.4%","20.0%",".087",".257",".196",".327",".283",".287","73","-0.3","-2.1","0.2","0.0","523"
"Kerry Wood","Cubs","21","21","0","0","2","0","4.8%","28.6%",".111",".167",".111",".158",".222",".169","-11","0.0","-2.9","2.1","0.0","304"
"Matt Watson","Athletics","19","50","0","4","5","0","4.0%","8.0%",".063",".205",".188",".220",".250",".210","22","-0.1","-4.9","3.1","0.0","1846"
"Zach Day","- - -","17","12","0","1","0","0","0.0%","25.0%",".000",".250",".182",".182",".182",".162","-15","0.0","-1.7","1.2","0.0","1496"
"Jae Seo","Mets","14","34","0","2","4","0","8.8%","32.4%",".034",".167",".103",".188",".138",".161","-11","0.0","-4.8","3.5","0.0","895"
"Paul Maholm","Pirates","6","17","0","1","0","0","5.9%","35.3%",".000",".222",".133",".188",".133",".155","-16","0.0","-2.5","1.7","0.0","8678"
"Brent Abernathy","Twins","24","79","1","5","6","2","8.9%","11.4%",".060",".259",".239",".316",".299",".281","69","0.4","-2.7","-0.2","0.0","1192"
"Zach Duke","Pirates","14","31","0","1","1","0","6.5%","32.3%",".000",".211",".143",".194",".143",".160","-13","0.0","-4.4","3.2","0.0","3840"
"Paul Wilson","Reds","9","19","0","1","1","0","0.0%","57.9%",".000",".500",".176",".176",".176",".157","-17","0.0","-2.8","1.9","0.0","1234"
"Ray Olmedo","Reds","54","88","1","10","4","4","6.8%","25.0%",".117",".291",".221",".282",".338",".275","60","2.1","-2.3","-0.8","0.0","1718"
"Brandon Watson","Nationals","25","48","1","8","5","0","8.3%","16.7%",".150",".194",".175",".250",".325",".255","52","0.4","-2.4","0.6","0.0","2146"
"Jason Jennings","Rockies","22","44","0","0","1","0","4.5%","27.3%",".026",".231",".158",".200",".184",".178","-12","0.0","-6.2","4.5","0.0","434"
"Bernie Castro","Orioles","24","89","0","14","7","6","10.1%","11.2%",".063",".329",".288",".360",".350",".321","95","1.3","0.8","-4.1","0.0","2096"
"Matt Cepicky","Nationals","11","26","0","1","3","0","3.8%","30.8%",".120",".353",".240",".269",".360",".274","65","-1.2","-2.4","1.2","0.0","1562"
"Wandy Rodriguez","Astros","25","43","0","3","1","0","4.7%","37.2%",".000",".250",".150",".190",".150",".161","-13","0.0","-6.1","4.4","0.0","2586"
"Greg Maddux","Cubs","35","83","1","4","5","1","0.0%","18.1%",".039",".200",".171",".171",".211",".167","-12","0.2","-11.5","8.4","0.0","104"
"Scott Erickson","Dodgers","19","14","0","0","0","0","0.0%","35.7%",".000",".250",".154",".154",".154",".137","-27","0.0","-2.2","1.4","0.0","137"
"D.J. Houlton","Dodgers","35","35","0","1","1","0","8.6%","51.4%",".033",".250",".100",".182",".133",".156","-15","0.0","-5.1","3.6","0.0","3566"
"Ismael Valdez","Marlins","14","16","0","0","0","0","0.0%","12.5%",".000",".182",".154",".154",".154",".137","-26","0.0","-2.5","1.6","0.0","1283"
"Joe Kennedy","- - -","35","35","0","1","1","0","2.9%","22.9%",".000",".238",".172",".200",".172",".172","-16","0.0","-5.1","3.6","0.0","1217"
"Bobby Hill","Pirates","58","105","0","12","11","0","8.6%","16.2%",".065",".325",".269",".343",".333",".307","84","-0.8","-3.0","-0.9","0.0","283"
"Brian Anderson","White Sox","13","35","2","3","3","1","0.0%","34.3%",".206",".200",".176",".176",".382",".234","33","-0.1","-3.0","1.3","0.0","6144"
"Eli Whiteside","Orioles","9","12","0","1","1","0","0.0%","16.7%",".000",".300",".250",".250",".250",".223","29","-0.1","-1.2","0.3","0.0","3536"
"Ryan Theriot","Cubs","9","14","0","3","0","0","7.1%","14.3%",".077",".182",".154",".214",".231",".203","12","0.0","-1.6","0.6","0.0","3811"
"Koyie Hill","Diamondbacks","34","91","0","6","6","0","12.1%","29.7%",".064",".321",".218",".308",".282",".271","54","-0.1","-5.3","1.8","0.0","1829"
"Darrell May","- - -","24","10","0","0","0","0","0.0%","50.0%",".000",".250",".111",".111",".111",".099","-46","0.0","-1.8","1.0","0.0","613"
"Chris Heintz","Twins","8","26","0","1","2","0","3.8%","23.1%",".120",".263",".200",".231",".320",".240","41","-0.1","-2.0","0.5","-0.1","2307"
"Adam Stern","Red Sox","36","16","1","4","2","1","0.0%","25.0%",".200",".100",".133",".188",".333",".227","28","0.0","-1.4","0.3","-0.1","3568"
"Reggie Taylor","Devil Rays","11","24","0","2","1","2","8.3%","29.2%",".091",".267",".182",".250",".273",".237","40","0.3","-1.5","0.1","-0.1","358"
"B.J. Surhoff","Orioles","91","321","5","30","34","0","3.4%","10.0%",".099",".270",".257",".282",".356",".277","66","-1.1","-14.5","3.0","-0.1","117"
"Matt Treanor","Marlins","58","154","0","10","13","0","10.4%","18.2%",".060",".255",".201",".301",".261",".261","56","-1.3","-9.8","4.1","-0.1","2265"
"Andres Torres","Rangers","8","21","0","2","1","1","4.8%","28.6%",".053",".214",".158",".190",".211",".178","-7","0.8","-1.9","0.5","-0.1","1488"
"Tim Stauffer","Padres","15","27","0","1","1","0","0.0%","37.0%",".042",".214",".125",".125",".167",".126","-28","0.0","-4.4","2.7","-0.1","6432"
"Tony Torcato","Giants","11","12","0","1","0","0","8.3%","16.7%",".000",".333",".273",".333",".273",".281","66","-0.3","-0.8","-0.3","-0.1","1134"
"Matt Lawton","- - -","141","585","13","67","53","18","11.8%","13.2%",".142",".275",".254",".356",".396",".336","103","-3.6","-1.5","-18.4","-0.1","390"
"Ryan Ludwick","Indians","19","48","4","8","5","0","14.6%","27.1%",".293",".208",".220",".333",".512",".363","125","-0.4","1.1","-3.4","-0.1","1260"
"Victor Diaz","Mets","89","313","12","41","38","6","9.6%","26.2%",".211",".319",".257",".329",".468",".336","104","-2.8","-1.2","-9.8","-0.1","3424"
"Mark Mulder","Cardinals","32","67","0","3","3","0","4.5%","37.3%",".000",".237",".145",".182",".145",".153","-16","0.0","-9.8","6.8","-0.1","932"
"Ezequiel Astacio","Astros","22","23","0","0","0","0","0.0%","52.2%",".000",".333",".143",".143",".143",".127","-35","0.0","-3.9","2.3","-0.1","2169"
"Hiram Bocachica","Athletics","9","19","0","2","0","0","0.0%","36.8%",".000",".167",".105",".105",".105",".094","-57","0.4","-3.2","1.8","-0.1","1404"
"Bubba Crosby","Yankees","76","103","1","15","6","4","3.9%","13.6%",".051",".313",".276",".304",".327",".281","69","-1.0","-4.9","0.5","-0.1","1722"
"Gabe Gross","Blue Jays","40","102","1","11","7","1","9.8%","20.6%",".098",".314",".250",".324",".348",".302","79","0.2","-2.3","-2.0","-0.1","2184"
"Jesse Garcia","Padres","16","39","2","4","4","0","7.7%","28.2%",".167",".174",".167",".231",".333",".237","45","0.4","-2.3","0.2","-0.1","1418"
"Gerald Laird","Rangers","13","42","1","7","4","0","4.8%","16.7%",".125",".250",".225",".262",".350",".268","55","0.2","-2.1","-0.2","-0.1","1698"
"Zach Sorensen","Angels","12","13","0","3","0","0","0.0%","15.4%",".083",".200",".167",".167",".250",".179","0","0.3","-1.3","-0.1","-0.1","1728"
"Luis Gonzalez","Rockies","128","442","9","51","44","3","4.5%","14.3%",".129",".325",".292",".333",".421",".330","88","-7.5","-14.2","-1.1","-0.1","1860"
"JD Closser","Rockies","92","272","7","31","27","1","11.8%","17.6%",".156",".246",".219",".314",".376",".305","72","-0.1","-9.6","-0.2","-0.1","2108"
"Denny Hocking","Royals","23","71","0","14","7","0","14.1%","14.1%",".017",".320",".267",".371",".283",".309","84","0.4","-0.9","-2.4","-0.1","730"
"Russ Johnson","Yankees","22","20","0","5","0","0","5.0%","20.0%",".111",".286",".222",".300",".333",".286","72","-0.1","-0.8","-0.8","-0.1","1216"
"Dan Ortmeier","Giants","15","26","0","1","1","1","11.5%","19.2%",".000",".176",".136",".269",".136",".212","20","-0.3","-2.9","1.1","-0.1","4694"
"Jeff Francis","Rockies","33","71","0","7","4","0","9.9%","38.0%",".034",".194",".103",".200",".138",".169","-18","0.0","-10.5","7.2","-0.1","4684"
"Jim Thome","Phillies","59","242","7","26","30","0","18.6%","24.4%",".145",".256",".207",".360",".352",".321","90","-3.6","-6.8","-2.1","-0.1","409"
"Woody Williams","Padres","30","55","0","3","3","1","0.0%","34.5%",".000",".250",".152",".149",".152",".133","-24","0.2","-8.4","5.6","-0.1","1190"
"Tony Armas Jr.","Nationals","19","34","0","1","0","0","2.9%","38.2%",".000",".211",".125",".152",".125",".129","-30","0.0","-5.6","3.5","-0.1","761"
"Robinson Tejeda","Phillies","26","25","0","1","0","0","0.0%","36.0%",".100",".182",".100",".100",".200",".123","-40","0.0","-4.4","2.5","-0.1","2575"
"Enrique Wilson","Cubs","15","25","0","1","0","0","12.0%","4.0%",".091",".143",".136",".240",".227",".220","23","0.3","-2.1","0.2","-0.1","858"
"Josh Bard","Indians","34","95","1","6","9","0","9.5%","11.6%",".084",".205",".193",".266",".277",".246","46","0.1","-6.2","1.9","-0.1","1578"
"Carlos Baerga","Nationals","93","174","2","18","19","0","4.0%","9.8%",".082",".273",".253",".318",".335",".296","79","0.4","-4.1","-2.7","-0.1","175"
"Jody Gerut","- - -","59","191","1","15","14","1","10.5%","10.5%",".094",".280",".253",".330",".347",".302","84","-0.4","-4.3","-3.2","-0.1","1696"
"Doug Davis","Brewers","35","76","0","2","3","0","1.3%","44.7%",".068",".256",".137",".149",".205",".154","-19","0.0","-11.4","7.7","-0.1","1244"
"Esteban Loaiza","Nationals","34","80","0","3","4","0","0.0%","28.8%",".027",".235",".162",".162",".189",".154","-14","-0.4","-11.9","8.1","-0.1","1310"
"Matt Cain","Giants","7","16","0","1","0","0","0.0%","37.5%",".067",".111",".067",".067",".133",".083","-64","0.0","-3.3","1.6","-0.1","4732"
"Benito Santiago","Pirates","6","23","0","1","0","0","0.0%","13.0%",".130",".300",".261",".261",".391",".278","65","-0.3","-1.3","-0.6","-0.1","1130"
"John Mabry","Cardinals","112","274","8","26","32","0","7.3%","23.0%",".167",".288",".240",".295",".407",".303","83","0.4","-5.6","-4.6","-0.1","1381"
"Justin Knoedler","Giants","8","11","0","0","0","0","0.0%","9.1%",".000",".111",".100",".182",".100",".148","-22","0.0","-1.7","0.1","-0.1","2223"
"Jason Smith","Tigers","27","63","0","4","2","2","0.0%","25.4%",".086",".262",".190",".203",".276",".208","20","0.2","-6.0","2.7","-0.1","1227"
"Brian Daubach","Mets","15","34","1","4","3","0","20.6%","14.7%",".200",".100",".120",".324",".320",".287","72","-0.3","-1.5","-0.8","-0.1","186"
"Ryan Dempster","Cubs","63","14","0","0","0","0","0.0%","35.7%",".000",".111",".071",".071",".071",".064","-80","0.0","-3.2","1.4","-0.1","517"
"Curtis Pride","Angels","11","11","0","2","0","0","0.0%","36.4%",".091",".143",".091",".091",".182",".114","-43","0.0","-1.9","0.3","-0.1","1762"
"Josh Wilson","Marlins","11","11","0","2","0","0","0.0%","36.4%",".100",".167",".100",".182",".200",".180","3","0.0","-1.3","-0.3","-0.1","2102"
"Vance Wilson","Tigers","61","173","3","18","19","0","6.4%","15.0%",".086",".216",".197",".275",".283",".255","52","-0.5","-10.6","3.5","-0.1","903"
"Pedro Astacio","- - -","24","23","0","1","1","0","4.3%","21.7%",".000",".083",".059",".111",".059",".088","-52","0.0","-4.4","2.3","-0.1","862"
"Steve Trachsel","Mets","6","15","0","0","0","0","0.0%","46.7%",".000",".125",".067",".067",".067",".059","-78","0.0","-3.4","1.5","-0.1","898"
"Hector Carrasco","Nationals","64","10","0","1","0","0","0.0%","70.0%",".000",".000",".000",".000",".000",".000","-100","0.0","-2.7","1.0","-0.1","1240"
"Elmer Dessens","Dodgers","28","10","0","0","0","0","0.0%","60.0%",".000",".000",".000",".000",".000",".000","-100","0.0","-2.7","1.0","-0.1","317"
"Scott McClain","Cubs","13","16","0","1","1","0","12.5%","12.5%",".071",".167",".143",".250",".214",".222","24","-0.2","-1.7","-0.2","-0.1","8951"
"Josh Fogg","Pirates","34","56","0","3","3","0","5.4%","25.0%",".021",".152",".106",".160",".128",".138","-27","0.0","-9.0","5.7","-0.1","989"
"Adam Hyzdu","- - -","29","43","0","2","4","1","11.6%","16.3%",".056",".233",".194",".286",".250",".249","48","0.6","-2.2","-0.7","-0.1","1543"
"Odalis Perez","Dodgers","19","42","0","2","0","0","2.4%","23.8%",".000",".174",".121",".147",".121",".125","-35","0.0","-7.1","4.3","-0.1","668"
"Miguel Olivo","- - -","91","281","9","30","34","7","2.8%","28.5%",".150",".272",".217",".246",".367",".262","60","-4.0","-17.8","6.9","-0.2","1638"
"Jeff Conine","Marlins","131","384","3","42","33","2","9.9%","15.1%",".099",".354",".304",".374",".403",".343","110","-3.2","1.5","-15.5","-0.2","131"
"Guillermo Quiroz","Blue Jays","12","39","0","3","4","0","5.1%","33.3%",".056",".304",".194",".256",".250",".233","33","-0.2","-3.4","0.5","-0.2","7989"
"Kenny Kelly","- - -","24","14","0","5","2","1","7.1%","42.9%",".077",".571",".308",".357",".385",".330","99","-0.3","-0.4","-1.7","-0.2","1084"
"Jeffrey Hammonds","Nationals","13","37","0","3","1","0","5.4%","10.8%",".031",".250",".219",".286",".250",".236","40","1.2","-1.6","-1.2","-0.2","687"
"J.J. Davis","Nationals","14","28","0","0","2","1","7.1%","25.0%",".000",".316",".231",".286",".231",".241","43","-0.7","-2.7","0.2","-0.2","1597"
"Corky Miller","Twins","5","12","0","0","0","0","0.0%","16.7%",".000",".000",".000",".000",".000",".000","-100","0.1","-3.2","1.1","-0.2","342"
"Carl Everett","White Sox","135","547","23","58","87","4","7.7%","18.1%",".184",".265",".251",".311",".435",".321","92","-2.6","-7.9","-12.2","-0.2","1249"
"Wilson Valdez","- - -","51","148","0","9","9","2","5.4%","17.6%",".065",".248",".201",".245",".266",".230","37","0.3","-11.1","4.5","-0.2","1863"
"Manny Alexander","Padres","10","21","0","0","0","0","9.5%","23.8%",".056",".154",".111",".238",".167",".179","6","0.2","-2.3","-0.1","-0.2","1954"
"Chris Magruder","Brewers","101","155","2","16","13","3","4.5%","21.3%",".109",".250",".203",".265",".312",".255","48","2.0","-8.1","1.4","-0.2","392"
"Aaron Heilman","Mets","53","17","0","0","0","0","5.9%","41.2%",".000",".000",".000",".067",".000",".047","-86","0.0","-4.0","1.7","-0.2","1751"
"Mike DiFelice","Mets","11","19","0","0","0","0","10.5%","26.3%",".000",".167",".118",".211",".118",".168","-7","-0.2","-2.8","0.4","-0.2","1151"
"Sandy Alomar Jr.","Rangers","46","137","0","11","14","0","3.6%","8.8%",".055",".302",".273",".306",".328",".283","65","-0.1","-6.1","-0.3","-0.2","221"
"Ryan Drese","- - -","24","20","0","0","0","0","0.0%","55.0%",".000",".250",".067",".067",".067",".059","-75","0.0","-4.4","2.0","-0.2","379"
"Luis Lopez","Reds","17","28","0","0","2","0","3.6%","21.4%",".111",".286",".222",".250",".333",".255","47","0.0","-1.9","-0.8","-0.2","695"
"Victor Zambrano","Mets","31","58","0","2","2","0","0.0%","37.9%",".038",".226",".132",".132",".170",".131","-31","0.0","-9.6","5.9","-0.2","1237"
"Mark Redman","Pirates","30","60","0","1","2","0","5.0%","35.0%",".000",".188",".113",".161",".113",".133","-31","0.0","-9.9","6.1","-0.2","491"
"Rafael Palmeiro","Orioles","110","422","18","47","60","2","10.2%","10.2%",".182",".253",".266",".339",".447",".338","107","-4.2","-0.8","-15.3","-0.2","1266"
"Dave Williams","Pirates","25","50","0","2","4","0","2.0%","42.0%",".024",".227",".119",".136",".143",".125","-36","0.0","-8.5","5.1","-0.2","1013"
"Angel Chavez","Giants","10","20","0","1","1","0","0.0%","15.0%",".053",".313",".263",".263",".316",".253","48","0.2","-1.1","-1.4","-0.2","2224"
"Jorge Sosa","Braves","45","35","0","1","0","0","2.9%","42.9%",".000",".188",".097",".125",".097",".105","-49","0.0","-6.5","3.6","-0.2","1228"
"Claudio Vargas","- - -","25","45","0","1","3","0","4.4%","15.6%",".000",".138",".111",".158",".111",".131","-40","0.0","-7.9","4.6","-0.2","1695"
