Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Jose Pujols","PHI","RF","AA",0,31,,"40",2020,,"21","6' 3""","185","R","R","J2 2012","Dominican Republic","","sa739662"
"Trey Michalczewski","CHW","3B","-1",0,17,,"40",2019,,"21","6' 3""","210","S","R","7th rd 2013","Jenks HS (OK)","","sa737859"
"Ricardo Pinto","PHI","RHP","-1",0,32,,"40",2017,,"23","6' 0""","165","R","R","J2 2011","Venezuela","Tr1LpgSlqP8","16318"
"Jake Peter","CHW","INF","-1",0,18,,"40",2017,,"23","6' 1""","185","L","R","7th rd 2014","Creighton","xFz8kE-F6QA","sa829115"
"Malquin Canelo","PHI","SS","AA",0,33,,"40",2019,,"22","5' 10""","156","R","R","J2 2011","Dominican Republic","","sa657479"
"Luis Martinez","CHW","RHP","-1",0,19,,"40",2020,,"21","6' 6""","190","R","R","J2 2011","Venezuela","","sa830305"
"Adam Engel","CHW","CF","MLB",0,20,,"40",2017,,"24","6' 2""","210","R","R","19th rd 2013","Louisville","","15082"
"Luis Curbelo","CHW","3B","A",0,21,,"40",2021,,"19","6' 1""","185","R","R","6th rd 2016","Cocoa HS (FL)","X15YUBp_3kQ","sa918086"
"Jacob May","CHW","CF","-1",0,22,,"40",2017,,"24","5' 10""","180","S","R","3rd rd 2013","Coastal Carolina","","14876"
"Michael Ynoa","CHW","RHP",,0,23,,"40",2017,,"25","6' 7""","210","R","R","J2 2008","Dominican Republic","","14093"
"Brian Clark","CHW","LHP","-1",0,24,,"40",2017,,"23","6' 3""","225","L","R","9th rd 2014","Kent St.","","sa827463"
"Jordan Guerrero","CHW","LHP",,0,25,,"40",2019,,"22","6' 3""","195","L","L","15th rd 2012","Moorpark HS (CA)","","sa658262"
"Chris Beck","CHW","RHP","-1",0,26,,"40",2017,,"26","6' 3""","210","R","R","2nd rd 2012","Georgia Southern","27aDQagRHrg","13418"
"Tyler Danish","CHW","RHP","-1",0,27,,"40",2017,,"22","6' 0""","205","R","R","2nd rd 2013","Durant HS (FL)","1o5ab2_lh88","15126"
"Brett Cumberland","ATL","C","AA",0,19,,"40",2019,,"21","6' 0""","188","S","R","2nd rd 2016","Cal","5G6gKGKiphs","sa915611"
"A.J. Minter","ATL","LHP",,0,20,,"40",2017,,"23","6' 0""","210","L","L","2nd rd 2015","Texas A&M","nQNiOfc-2Ow","18655"
"Elias Diaz","PIT","C",,0,12,,"40",2017,,"26","6' 1""","210","R","R","J2 2008","Venezuela","_VEaAGX8pfE","11680"
"Drew Harrington","ATL","LHP","-1",0,21,,"40",2019,,"21","6' 1""","225","R","L","3rd rd 2016","Louisville","","sa857676"
"Taylor Hearn","PIT","LHP",,0,13,,"40",2020,,"22","6' 5""","210","L","L","5th rd 2015","OK Baptist","oQKNYrSxPec","18325"
"Derian Cruz","ATL","SS","-2",0,22,,"40",2021,,"18","6' 1""","177","S","R","J2 2015","Dominican Republic","XrcKSetbgCE","sa916719"
"Gage Hinsz","PIT","RHP","AA",0,14,,"40",2020,,"20","6' 4""","210","R","R","11th rd 2014","Billings West HS (MT)","Ityc38ZEWCA","sa829024"
"Yunior Severino","ATL","SS","A",0,23,,"40",2022,,"17","6' 1""","181","S","R","J2 2016","Dominican Republic","loRx-qNixVg","sa3003185"
"Trevor Williams","PIT","RHP","MLB",0,15,,"40",2017,,"24","6' 3""","230","R","R","2nd rd 2013","Arizona St.","5zBXldZB5FE","16977"
"Alex Jackson","ATL","C",,0,24,,"40",2021,,"21","6' 2""","220","R","R","1st rd 2014","Rancho Bernardo HS (CA)","LSnvdcH--dg","17276"
"Clay Holmes","PIT","RHP","MLB",0,16,,"40",2017,,"23","6' 5""","230","R","R","9th rd 2011","Slocomb HS (AL)","mAZ3PKMP6mU","13649"
"Rio Ruiz","ATL","3B","MLB",0,25,,"40",2017,,"22","6' 1""","230","L","R","4th rd 2012","Bishop Amat HS (CA)","VqQq8StJiB4","14103"
"Luis Escobar","PIT","RHP","-1",0,17,,"40",2021,,"20","6' 1""","160","R","R","J2 2013","Colombia","","17345"
"Dylan Moore","ATL","UTIL","MLB",0,26,,"40",2018,,"24","6' 0""","185","R","R","7th rd 2015","Central Florida","khdv8zXUa2Y","18042"
"Travis MacGregor","PIT","RHP","A",0,18,,"40",2020,,"19","6' 3""","180","R","R","2nd rd 2016","East Lake HS (FL)","","sa917950"
"Mauricio Cabrera","ATL","RHP","-1",0,27,,"40",2017,,"23","6' 2""","245","R","R","J2 2010","Dominican Republic","Kud3sa-b7yo","12975"
"Edgar Santana","PIT","RHP","MLB",0,19,,"40",2017,,"25","6' 2""","180","R","R","J2 2013","Dominican Republic","","17355"
"Austin Riley","ATL","3B","MLB",0,28,,"40",2021,,"19","6' 2""","220","R","R","1st rd 2015","DeSoto Central (MS)","U7WhBMK_uYA","18360"
"Stephen Alemais","PIT","SS","AA",0,20,,"40",2020,,"21","6' 0""","190","R","R","3rd rd 2016","Tulane","","sa874070"
"Bryse Wilson","ATL","RHP",,0,29,,"40",2020,,"19","6' 1""","224","R","R","4th rd 2016","Orange HS (NC)","","19990"
"Braeden Ogle","PIT","LHP","A+",0,21,,"40",2022,,"19","6' 2""","170","L","L","4th rd 2016","Jensen Beach HS (FL)","","sa917989"
"Anthony Santander","CLE","1B/OF","MLB",0,13,,"40",2019,,"22","6' 2""","205","S","R","J2 2011","Venezuela","","14551"
"Ricardo Sanchez","ATL","LHP",,0,30,,"40",2020,,"19","5' 11""","170","L","L","J2 2013","Venezuela","wzMiwKP5o3U","sa830302"
"Rob Kaminsky","CLE","LHP",,0,14,,"40",2018,,"22","6' 0""","191","S","L","1st rd 2013","St. Joe's Region HS (NJ)","wfE6YeKCGhI","sa737532"
"Jonathan Morales","ATL","C","AAA",0,31,,"40",2019,,"22","5' 11""","180","R","R","25th rd 2015","Miami Dade College","iy3vTC48_Rg","sa875808"
"Gabriel Mejia","CLE","CF","-1",0,15,,"40",2021,,"21","5' 11""","160","S","R","J2 2013","Dominican Republic","__KRP2AtUyE","sa828213"
"Randy Ventura","ATL","RF","-1",0,32,,"40",2020,,"19","5' 9""","170","S","R","J2 2015","Dominican Republic","","sa872499"
"Shawn Armstrong","CLE","RHP","MLB",0,16,,"40",2017,,"26","6' 2""","210","R","R","18th rd 2011","ECU","","12857"
"Willi Castro","CLE","SS",,0,17,,"40",2020,,"19","6' 1""","165","S","R","J2 2013","Puerto Rico","ZgzLpSZfVEw","17338"
"Mark Mathias","CLE","2B",,0,18,,"40",2019,,"22","6' 0""","200","R","R","3rd rd 2015","Cal Poly SLO","5j1J3Ppz2y0","sa875006"
"Derek Hill","DET","OF",,0,8,,"40",2021,,"20","6' 2""","195","R","R","1st rd 2014","Elk Grove HS (CA)","ZObNf_dt9Wg","sa828670"
"D.J. Wilson","CHC","OF","A+",0,11,,"40",2020,,"20","5' 8""","177","L","L","4th rd 2015","Canton South HS (OH)","","sa875023"
"Jordan Hicks","StL","RHP","MLB",0,14,,"40",2020,,"20","6' 2""","185","R","R","3rd rd 2015","Cypress Creek HS (TX)","","19618"
"Jose Azocar","DET","OF","AA",0,9,,"40",2020,,"20","5' 11""","175","R","R","J2 2012","Venezuela","","sa735839"
"Eddy Martinez","CHC","OF","AA",0,12,,"40",2019,,"21","6' 1""","195","R","R","J2 2015","Cuba","iYUBEpPUA-I","sa914203"
"Austin Gomber","StL","LHP","MLB",0,15,,"40",2018,,"23","6' 5""","235","L","L","4th rd 2014","Florida Atlantic","HSGVqNK8rZo","16561"
"Kyle Funkhouser","DET","RHP",,0,10,,"40",2019,,"22","6' 2""","220","R","R","4th rd 2016","Louisville","j-b1ZwTMYNY","sa827397"
"Aramis Ademan","CHC","SS","A+",0,13,,"40",2020,,"18","5' 10""","160","L","R","J2 2015","Dominican Republic","O6qGFx-xdpQ","sa917352"
"Randy Arozarena","StL","UTIL",,0,16,,"40",2018,,"21","5' 11""","195","R","R","J2 2016","Cuba","","19290"
"JaCoby Jones","DET","OF","MLB",0,11,,"40",2017,,"24","6' 2""","205","R","R","3rd rd 2013","LSU","_Kq1xot5idU","14818"
"Victor Caratini","CHC","C/1B","MLB",0,14,,"40",2017,,"23","6' 1""","215","S","R","2nd rd 2013","Miami-Dade CC","UD6fx3WQQDk","14968"
"Marco Gonzales","StL","LHP","MLB",0,17,,"40",2017,,"24","6' 1""","195","L","L","1st rd 2013","Gonzaga","","15467"
"Adam Ravenelle","DET","RHP","-2",0,12,,"40",2017,,"24","6' 3""","190","R","R","4th rd 2014","Vanderbilt","VpCnDsH1VbI","sa602703"
"Felix Pena","CHC","RHP","MLB",0,15,,"40",2017,,"26","6' 2""","190","R","R","J2 2008","Dominican Republic","","13403"
"Jake Woodford","StL","RHP",,0,18,,"40",2020,,"20","6' 4""","210","R","R","1st rd 2015","Plant HS (FL)","ClzAe2CR-xM","sa874753"
"Gerson Moreno","DET","RHP","R",0,13,,"40",2019,,"21","6' 0""","180","R","R","J2 2012","Dominican Republic","","sa736656"
"Thomas Hatch","CHC","RHP",,0,16,,"40",2018,,"22","6' 1""","190","R","R","3rd rd 2016","Oklahoma St.","","sa738514"
"Nick Plummer","StL","OF","A+",0,19,,"40",2021,,"20","5' 10""","200","L","L","1st rd 2015","Brother Rice HS (MI)","Zo5j59FViMk","sa874684"
"Sandy Baez","DET","RHP","MLB",0,14,,"40",2019,,"23","6' 2""","180","R","R","J2 2011","Dominican Republic","","17754"
"Isaac Paredes","CHC","INF",,0,17,,"40",2022,,"17","5' 11""","175","R","R","J2 2015","Mexico","BeFxk_A3DYg","sa920275"
"Dylan Carlson","StL","OF","AAA",0,20,,"40",2020,,"18","6' 3""","215","S","L","1st rd 2016","Elk Grove HS (CA)","","sa917940"
"Hector Martinez","DET","SS","-1",0,15,,"40",2021,,"20","5' 11""","175","R","R","J2 2013","Dominican Republic","","sa827974"
"Chesny Young","CHC","INF","-1",0,18,,"40",2018,,"24","5' 11""","180","R","R","14th rd 2014","Mercer","","sa829085"
"Andrew Morales","StL","RHP","-1",0,21,,"40",2018,,"24","6' 0""","185","R","R","2nd rd 2014","UC Irvine","","sa828705"
"Arvicent Perez","DET","C","-1",0,16,,"40",2020,,"22","5' 10""","190","R","R","J2 2011","Venezuela","","sa655950"
"Donnie Dewees","CHC","LF","AAA",0,19,,"40",2018,,"23","5' 11""","190","L","L","2nd rd 2015","North Florida","zBImHui8de4","sa858802"
"Connor Jones","StL","RHP","AAA",0,22,,"40",2019,,"22","6' 3""","215","R","R","2nd rd 2016","Virginia","","sa738697"
"Kevin Ziomek","DET","LHP","A+",0,17,,"40",2018,,"24","6' 3""","200","R","L","2nd rd 2013","Vanderbilt","6iyGOsiFIco","sa549113"
"Jose Paulino","CHC","LHP","-1",0,20,,"40",2019,,"21","6' 2""","180","L","L","J2 2011","Dominican Republic","","sa657308"
"Zac Gallen","StL","RHP","MLB",0,23,,"40",2019,,"21","6' 1""","185","R","R","3rd rd 2016","North Carolina","","19291"
"Spencer Turnbull","DET","RHP","MLB",0,18,,"40",2018,,"24","6' 3""","230","R","R","2nd rd 2014","Alabama","f_uHlgNXsp8","16207"
"Bryan Hudson","CHC","LHP",,0,21,,"40",2022,,"19","6' 8""","220","L","L","3rd rd 2015","Alton HS (IL)","","sa874984"
"John Gant","StL","RHP","MLB",0,24,,"40",2017,,"24","6' 5""","215","R","R","21st rd 2011","Wiregrass Ranch HS (FL)","kgwYWlum9Wc","13684"
"A.J. Simcox","DET","SS",,0,19,,"40",2018,,"22","6' 3""","185","R","R","14th rd 2015","Tennessee","","sa658901"
"Duane Underwood Jr.","CHC","RHP","MLB",0,22,,"40",2018,,"22","6' 2""","205","R","R","2nd rd 2012","Pope HS (GA)","RCn6QdV2kUY","14677"
"Jairo Labourt","DET","LHP","-1",0,20,,"40",2018,,"22","6' 4""","204","L","L","J2 2010","Dominican Republic","HAL4mFPbmXQ","14996"
"Bailey Clark","CHC","RHP","AA",0,23,,"40",2019,,"22","6' 4""","220","R","R","5th rd 2016","Duke","","sa857562"
"Seuly Matias","KCR","OF","A+",0,11,,"40",2021,,"18","6' 3""","200","R","R","J2 2015","Dominican Republic","s7KmmEDZY7M","sa917039"
"Nolan Watson","KCR","RHP","AAA",0,12,,"40",2020,,"19","6' 2""","195","R","R","1st rd 2015","Lawrence North HS (IN)","b9Tg68fXjn8","sa874732"
"Jakob Junis","KCR","RHP","MLB",0,13,,"40",2017,,"24","6' 3""","225","R","R","29th rd 2011","Rock Falls HS (IL)","","13619"
"Kyle Zimmer","KCR","RHP",,0,14,,"40",2019,,"25","6' 3""","185","R","R","1st rd 2012","San Francisco","","14169"
"Samir Duenez","KCR","1B",,0,15,,"40",2019,,"20","6' 1""","195","L","R","J2 2012","Venezuela","","sa739574"
"Chase Vallot","KCR","C","AAA",0,16,,"40",2020,,"20","6' 0""","215","R","R","1st rd 2014","St. Thomas More (LA)","QfBiA38TPSI","sa828684"
"Miguel Almonte","KCR","RHP","-1",0,17,,"40",2017,,"23","6' 2""","180","R","R","J2 2010","Dominican Republic","7ycDDZTGh6M","14139"
"Keury Mella","CIN","RHP",,0,17,,"40",2018,,"23","6' 2""","220","R","R","J2 2011","Dominican Republic","6cI67D4OryA","15964"
"Garrett Davila","KCR","LHP","A",0,18,,"40",2019,,"19","6' 2""","180","L","L","4th rd 2015","South Point HS (NC)","j6BY57kQSOY","sa875052"
"Ariel Hernandez","CIN","RHP","-1",0,18,,"40",2017,,"24","6' 3""","190","R","R","J2 2008","Dominican Republic","utwnDASP7so","15603"
"Jeison Guzman","KCR","SS",,0,19,,"40",2021,,"18","6' 2""","180","S","R","J2 2015","Dominican Republic","","sa914314"
"Sebastian Elizalde","CIN","OF","-1",0,19,,"40",2018,,"25","6' 0""","180","L","R","J2 2012","Mexico","","sa544568"
"Michael Gettys","SDP","CF","AAA",0,21,,"40",2019,,"21","6' 1""","203","R","R","2nd rd 2014","Gainesville HS (GA)","eRSgD6EtQ2g","sa828692"
"Nicky Lopez","KCR","SS","MLB",0,20,,"40",2020,,"21","5' 10""","175","L","R","5th rd 2016","Creighton","","19339"
"Vladimir Gutierrez","CIN","RHP",,0,20,,"40",2019,,"21","6' 1""","172","R","R","J2 2016","Cuba","","sa952977"
"Phil Maton","SDP","RHP","MLB",0,22,,"40",2017,,"23","6' 3""","205","R","R","20th rd 2015","LA Tech","","18064"
"Tony Santillan","CIN","RHP",,0,21,,"40",2020,,"19","6' 3""","240","R","R","2nd rd 2015","Seguin HS (TX)","JnLLIhP5nfU","sa874781"
"Michel Miliano","SDP","RHP",,0,23,,"40",2022,,"16","6' 3""","183","R","R","J2 2016","Dominican Republic","D9khK5HeMkg",""
"Austin Brice","CIN","RHP","MLB",0,22,,"40",2017,,"24","6' 4""","235","R","R","9th rd 2010","Northwood HS (NC)","Tvu4-PX4cyA","17237"
"Enyel De Los Santos","SDP","RHP","MLB",0,24,,"40",2020,,"20","6' 3""","170","R","R","J2 2014","Dominican Republic","","18403"
"Jimmy Herget","CIN","RHP","MLB",0,23,,"40",2018,,"23","6' 3""","180","R","R","6th rd 2015","South Florida","","17556"
"Dinelson Lamet","SDP","RHP","MLB",0,25,,"40",2017,,"24","6' 4""","187","R","R","J2 2013","Dominican Republic","","17186"
"Blake Trahan","CIN","SS","MLB",0,24,,"40",2019,,"23","5' 9""","180","R","R","3rd rd 2015","LA-Lafayette","NWf9WM9Ln-c","17588"
"Josh Naylor","SDP","1B","MLB",0,26,,"40",2020,,"19","6' 0""","225","L","L","1st rd 2015","St. Joan of Arc (Missassauga, CN)","N59Wtnb9Eyw","18839"
"Nick Travieso","CIN","RHP","-1",0,25,,"40",2018,,"22","6' 2""","225","R","R","1st rd 2012","Archbishop McCarthy HS (FL)","4j0czAtuuS8","sa657906"
"Buddy Reed","SDP","CF",,0,27,,"40",2019,,"21","6' 4""","210","S","R","2nd rd 2016","Florida","SKkOwJl5w0s","sa738683"
"Ian Kahaloa","CIN","RHP","-1",0,26,,"40",2021,,"19","6' 1""","185","R","R","5th rd 2015","Cmpbell HS (HI)","","sa875035"
"Nick Torres","SDP","OF",,0,28,,"40",2018,,"23","6' 1""","220","R","R","4th rd 2014","Cal Poly SLO","YrcVdqDialg","sa828872"
"Juan Perez","CIN","UTIL","AAA",0,27,,"40",2017,,"25","6' 1""","183","L","R","26th rd 2011","College of the Canyons","","sa599306"
"Austin Allen","SDP","C","MLB",0,29,,"40",2019,,"22","6' 4""","225","L","R","4th rd 2015","Florida Tech","","18083"
"Josh VanMeter","SDP","UTIL","MLB",0,28,,"40",2018,,"21","5' 11""","165","L","R","5th rd 2013","Norwell HS (IN)","","15170"
"Josh VanMeter","SDP","UTIL","MLB",0,30,,"40",2018,,"21","5' 11""","165","L","R","5th rd 2013","Norwell HS (IN)","","15170"
"Alex Blandino","CIN","2B","MLB",0,29,,"40",2018,,"24","6' 0""","190","R","R","1st rd 2014","Stanford","EZcGHogGxNk","16271"
"Hansel Rodriguez","SDP","RHP","A+",0,31,,"40",2020,,"19","6' 2""","170","R","R","J2 2013","Dominican Republic","","sa830462"
"Tanner Rainey","CIN","RHP","MLB",0,30,,"40",2018,,"24","6' 2""","235","R","R","2nd rd 2015","West Alabama","","17610"
"Yimmi Brasoban","SDP","RHP","-1",0,32,,"40",2018,,"22","6' 1""","185","R","R","J2 2010","Dominican Republic","","sa598120"
"Daniel Palka","MIN","OF","MLB",0,11,,"40",2017,,"25","6' 2""","220","L","L","3rd rd 2013","Georgia Tech","SFn04i0W_-8","14897"
"Nick Hanson","CIN","RHP","R",0,31,,"40",2022,,"18","6' 6""","215","R","R","3rd rd 2016","Prior Lake HS (MN)","0AN0Ou-ntbY","sa917957"
"Zack Granite","MIN","CF","AAA",0,12,,"40",2018,,"24","6' 0""","175","L","L","14th rd 2013","Seton Hall","","15343"
"Ryan Hendrix","CIN","RHP",,0,32,,"40",2019,,"22","6' 3""","210","R","R","5th rd 2016","Texas A&M","pKSAWmEnH-A","sa738145"
"Lewis Thorpe","MIN","LHP",,0,13,,"40",2020,,"20","6' 1""","160","R","L","J2 2012","Australia","","15906"
"Travis Blankenhorn","MIN","3B",,0,14,,"40",2020,,"20","6' 2""","208","L","R","3rd rd 2015","Pottsville HS (PA)","WTP9wYmf1o","sa874969"
"JT Chargois","MIN","RHP","-1",0,15,,"40",2017,,"25","6' 3""","200","R","R","2nd rd 2012","Rice","y0aSUi7aoCk","13767"
"Nick Burdi","MIN","RHP","MLB",0,16,,"40",2018,,"23","6' 5""","220","R","R","2nd rd 2014","Louisville","a4s7JnQDc9k","16074"
"Jake Reed","MIN","RHP","AAA",0,17,,"40",2017,,"24","6' 2""","190","R","R","5th rd 2014","Oregon","5dI4HulcfuE","sa599532"
"Trevor Hildenberger","MIN","RHP",,0,18,,"40",2017,,"25","6' 2""","211","R","R","22nd rd 2012","Cal","","17002"
"Lewin Diaz","MIN","1B","AA",0,19,,"40",2021,,"20","6' 3""","225","L","L","J2 2013","Dominican Republic","b6BzJGKnQbI","sa828420"
"LaMonte Wade Jr","MIN","OF",,0,20,,"40",2018,,"22","6' 1""","189","L","L","9th rd 2015","Maryland","","18126"
"Matt Krook","SFG","LHP","AA",0,10,,"40",2019,,"22","","","","","4th rd 2016","Oregon","eAT6pxRbBck","sa737535"
"Felix Jorge","MIN","RHP","-1",0,21,,"40",2018,,"22","6' 2""","170","R","R","J2 2010","Dominican Republic","","14532"
"Chris Shaw","SFG","1B",,0,11,,"40",2019,,"23","","","","","1st rd 2015","Boston College","","17738"
"Huascar Ynoa","MIN","RHP",,0,22,,"40",2021,,"18","6' 1""","175","R","R","j2 2014","Dominican Republic","6QvHekmFzts","20468"
"Jordan Johnson","SFG","RHP","-1",0,12,,"40",2019,,"23","","","","","23rd rd 2014","Cal St. Northridge","","sa602658"
"Akil Baddoo","MIN","OF","A+",0,23,,"40",2022,,"18","5' 11""","185","L","L","2nd rd 2016","Salem HS (GA)","fjWqbosLw","sa917953"
"Heath Quinn","SFG","OF","A+",0,13,,"40",2019,,"21","","","","","3rd rd 2016","Samford","9FKxrfFZGmA","sa737904"
"Lachlan Wells","MIN","LHP","A+",0,24,,"40",2020,,"19","5' 8""","163","L","L","J2 2014","Australia","","sa877857"
"Steven Duggar","SFG","OF",,0,14,,"40",2017,,"22","","","","","6th rd 2015","Clemson","","17719"
"Dan Slania","SFG","RHP","-1",0,15,,"40",2017,,"24","","","","","5th rd 2013","Notre Dame","ZK1Ga1EcjyQ","15639"
"Peter Lambert","COL","RHP","MLB",0,14,,"40",2021,,"19","6' 2""","185","R","R","2nd rd 2015","San Dimas HS (CA)","EZL8vd3vNx8","17969"
"C.J. Hinojosa","SFG","SS",,0,16,,"40",2019,,"22","","","","","11th rd 2015","Texas","","sa658616"
"Ryan McMahon","COL","1B","MLB",0,15,,"40",2018,,"21","6' 2""","185","L","R","2nd rd 2013","Mater Dei HS (CA)","aWNFMcDTPS8","15112"
"Reyes Moronta","SFG","RHP","MLB",0,17,,"40",2019,,"23","","","","","J2 2010","Dominican Republic","","14966"
"Melvin Adon","SFG","RHP",,0,18,,"40",2020,,"22","","","","","J2 2014","Dominican Republic","6ghLcOh-UlI","sa873314"
"Tyler Nevin","COL","3B",,0,17,,"40",2021,,"19","6' 4""","200","R","R","2nd rd 2015","Poway HS (CA)","","sa874752"
"Jalen Miller","SFG","2B",,0,19,,"40",2020,,"19","","","","","3rd rd 2015","Riverwood HS (GA)","E2cMFO6cIrc","sa875016"
"Dom Nunez","COL","C","MLB",0,18,,"40",2020,,"21","6' 0""","175","L","R","6th rd 2013","Elk Grove HS (CA)","","15055"
"Garrett Williams","SFG","LHP","AAA",0,20,,"40",2019,,"22","","","","","7th rd 2016","Oklahoma State","_FYpYYoiqmo","sa738512"
"Robert Tyler","COL","RHP","-2",0,19,,"40",2020,,"21","6' 4""","225","R","R","1st rd 2016","Georgia","","sa738415"
"Sam Coonrod","SFG","RHP","MLB",0,21,,"40",2018,,"24","","","","","5th rd 2014","SIU Carbondale","","17264"
"Colton Welker","COL","1B/3B","AA",0,20,,"40",2021,,"19","6' 0""","205","R","R","4th rd 2016","Stoneman Douglas HS (FL)","HwGzb87_kgw","sa917962"
"Daniel Montano","COL","CF","A",0,21,,"40",2022,,"17","6' 1""","175","L","R","j2 2015","Venezuela","aUjJOahi6WI","sa917068"
"Garrett Hampson","COL","SS","MLB",0,22,,"40",2019,,"22","5' 11""","175","R","R","3rd rd 2016","Long Beach St","PUVR7A7Mut8","19262"
"Julian Fernandez","COL","RHP","A",0,23,,"40",2020,,"20","6' 2""","160","R","R","J2 2012","Dominican Republic","bugOj1qz5Wg","sa737347"
"Jordan Patterson","COL","OF/1B","-1",0,24,,"40",2017,,"24","6' 4""","215","L","L","4th rd 2013","South Alabama","sNM1W0EHV3A","15119"
"Domingo Acevedo","NYY","RHP","AAA",0,18,,"40",2018,,"23","6' 7""","242","R","R","J2 2012","Dominican Republic","3yyTjdYwHiE","sa739716"
"Dillon Peters","MIA","LHP","MLB",0,6,,"40",2018,,"24","5' 9""","205","L","L","10th rd 2014","Texas","XO9M83bzf5Y","18790"
"Wilkerman Garcia","NYY","SS","A+",0,19,,"40",2021,,"18","6' 0""","176","S","R","J2 2014","Venezuela","yjQE0ZBDQu0","sa872548"
"Jarlin Garcia","MIA","LHP","MLB",0,7,,"40",2017,,"24","6' 2""","170","L","L","J2 2010","Dominican Republic","egiqxhYlMzU","18282"
"Dermis Garcia","NYY","3B",,0,20,,"40",2021,,"19","6' 3""","200","R","R","J2 2014","Dominican Republic","d-BKTy1j3vI","sa881025"
"Isael Soto","MIA","RF","-1",0,8,,"40",2019,,"20","6' 0""","180","L","L","J2 2013","Dominican Republic","QgsK_KdWAbg","sa830217"
"Nolan Martinez","NYY","RHP","A",0,21,,"40",2022,,"18","1' 6""","165","R","R","3rd rd 2016","Culver City HS (CA)","","sa917988"
"JT Riddle","MIA","SS","MLB",0,9,,"40",2017,,"25","6' 3""","180","L","R","13th rd 2013","Kentucky","9VNKAvr2xDA","17642"
"Ronald Herrera","NYY","RHP","-1",0,22,,"40",2018,,"21","5' 10""","185","R","R","J2 2011","Venezuela","","15688"
"Cody Poteet","MIA","RHP","AAA",0,10,,"40",2019,,"22","6' 1""","183","R","R","4th rd 2015","UCLA","pOzNw9B7PR4","sa658640"
"Ian Clarkin","NYY","LHP","-1",0,23,,"40",2018,,"22","6' 2""","205","L","L","1st rd 2019","Madison HS (CA)","ElIAPxsNeeo","sa737534"
"Stone Garrett","MIA","OF","AA",0,11,,"40",2019,,"21","6' 2""","215","R","R","8th rd 2014","George Ranch HS (TX)","YlKQKmtdeIE","sa829117"
"Giovanny Gallegos","NYY","RHP","MLB",0,24,,"40",2017,,"25","6' 2""","210","R","R","J2 2011","Mexico","","14986"
"Yefri Perez","MIA","UTIL","-1",0,12,,"40",2017,,"25","5' 11""","162","S","R","J2 2008","Dominican Republic","4g_3RxyQFFE","12090"
"Kyle Higashioka","NYY","C","MLB",0,25,,"40",2017,,"26","6' 1""","200","R","R","7th rd 2008","Edison HS (CA)","r2_yT76PrOg","5517"
"Drew Steckenrider","MIA","RHP","MLB",0,13,,"40",2017,,"26","6' 5""","215","S","R","8th rd 2012","Tennessee","","18806"
"Tyler Austin","NYY","OF","-1",0,26,,"40",2017,,"25","6' 1""","220","R","R","13th rd 2010","Heritage HS (GA)","E1RunoMqdZs","11850"
"Rony Garcia","NYY","RHP","AA",0,27,,"40",2020,,"19","6' 3""","200","R","R","J2 2015","Dominican Republic","","sa918036"
"Kyle Holder","NYY","SS","AA",0,28,,"40",2021,,"22","6' 1""","185","L","R","1st rd 2015","San Diego","Cdf4MWjvm7w","sa857840"
"Jeff Hendrix","NYY","CF","-1",0,29,,"40",2018,,"23","6' 0""","195","L","R","4th rd 2015","Oregon State","Wkm9xwKVIlg","sa829803"
"Ben Heller","NYY","RHP",,0,30,,"40",2017,,"25","6' 3""","205","R","R","22nd rd 2013","Olivet Nazarene","","15100"
"Billy McKinney","NYY","OF","MLB",0,31,,"40",2018,,"22","6' 1""","215","L","L","1st rd 2013","Plano West HS (TX)","0qE5bDYlRrc","15654"
"Johnny Barbato","NYY","RHP","-1",0,32,,"40",2017,,"24","6' 2""","185","R","R","6th rd 2010","Felix Varela HS (FL)","","11440"
"Leonardo Molina","NYY","OF","A+",0,33,,"40",2021,,"19","6' 2""","180","R","R","J2 2013","Dominican Republic","K5m7_Nac8fo","sa830227"
"Cionel Perez","HOU","LHP",,0,12,,"40",2019,,"20","5' 11""","170","L","L","J2 2016","Cuba","","19614"
"Garrett Stubbs","HOU","C",,0,13,,"40",2018,,"23","5' 10""","185","L","R","8th rd 2015","USC","","18067"
"Jandel Gustave","HOU","RHP",,0,14,,"40",2017,,"24","6' 2""","210","R","R","J2 2010","Dominican Republic","","14665"
"J.D. Davis","HOU","3B","MLB",0,15,,"40",2017,,"23","6' 3""","225","R","R","3rd rd 2014","Cal State Fullerton","p3AeZ1Cy21k","16219"
"Ronnie Dawson","HOU","OF","AAA",0,16,,"40",2020,,"21","6' 2""","225","L","R","2nd rd 2016","Ohio St","","sa873674"
"Framber Valdez","HOU","LHP","MLB",0,17,,"40",2017,,"23","5' 11""","180","L","L","J2 2014","Dominican Republic","","17295"
"Hector Perez","HOU","RHP","AA",0,18,,"40",2020,,"20","6' 3""","190","R","R","J2 2014","Dominican Republic","","sa873324"
"Logan Shore","OAK","RHP",,0,11,,"40",2019,,"22","6' 2""","215","R","R","2nd rd 2016","Florida","wKX7dii-6gw","sa738442"
"Freudis Nova","HOU","SS","A",0,19,,"40",2021,,"17","6' 1""","180","R","R","J2 2016","Dominican Republic","","sa3003195"
